time,status,down rate,up rate,down SNR mrg,FEC,CRC
19/10 18:02:15,up,9565 kbps,812 kbps,12.2 dB,0,0
19/10 18:02:20,up,9565 kbps,812 kbps,12.1 dB,0,0
19/10 18:02:26,up,9565 kbps,812 kbps,12.1 dB,0,0
19/10 18:02:31,up,9565 kbps,812 kbps,12.0 dB,0,0
19/10 18:02:37,up,9565 kbps,812 kbps,11.9 dB,0,0
19/10 18:02:43,up,9565 kbps,812 kbps,11.9 dB,0,0
19/10 18:02:48,up,9565 kbps,812 kbps,11.8 dB,0,0
19/10 18:02:54,up,9565 kbps,812 kbps,11.7 dB,0,0
19/10 18:02:59,up,9565 kbps,812 kbps,11.8 dB,0,0
19/10 18:03:05,up,9565 kbps,812 kbps,11.7 dB,0,0
19/10 18:03:11,up,9565 kbps,812 kbps,11.7 dB,0,0
19/10 18:03:16,up,9565 kbps,812 kbps,11.6 dB,0,0
19/10 18:03:22,up,9565 kbps,812 kbps,11.5 dB,0,0
19/10 18:03:29,up,9565 kbps,812 kbps,11.6 dB,0,0
19/10 18:03:34,up,9565 kbps,812 kbps,11.4 dB,0,0
19/10 18:03:40,up,9565 kbps,812 kbps,11.5 dB,0,0
19/10 18:03:45,up,9565 kbps,812 kbps,11.3 dB,0,0
19/10 18:03:51,up,9565 kbps,812 kbps,11.3 dB,0,0
19/10 18:03:57,up,9565 kbps,812 kbps,11.3 dB,0,0
19/10 18:04:02,up,9565 kbps,812 kbps,11.2 dB,0,0
19/10 18:04:08,up,9565 kbps,812 kbps,11.0 dB,0,0
19/10 18:04:13,up,9565 kbps,812 kbps,11.0 dB,0,0
19/10 18:04:19,up,9565 kbps,812 kbps,11.2 dB,0,0
19/10 18:04:25,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:04:30,up,9565 kbps,812 kbps,11.0 dB,0,0
19/10 18:04:36,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:04:41,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:04:47,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:04:53,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:04:58,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:05:04,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:05:09,up,9565 kbps,812 kbps,11.0 dB,0,0
19/10 18:05:15,up,9565 kbps,812 kbps,11.0 dB,0,0
19/10 18:05:21,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:05:27,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:05:32,up,9565 kbps,812 kbps,11.2 dB,0,0
19/10 18:05:38,up,9565 kbps,812 kbps,11.1 dB,0,0
19/10 18:05:43,up,9565 kbps,812 kbps,11.0 dB,0,0
19/10 18:05:49,up,9565 kbps,812 kbps,10.8 dB,0,0
19/10 18:05:55,up,9565 kbps,812 kbps,10.5 dB,2,0
19/10 18:06:01,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:06:06,up,9565 kbps,812 kbps,10.5 dB,2,0
19/10 18:06:12,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:06:17,up,9565 kbps,812 kbps,10.7 dB,2,0
19/10 18:06:23,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:06:28,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:06:34,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:06:40,up,9565 kbps,812 kbps,10.7 dB,2,0
19/10 18:06:45,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:06:51,up,9565 kbps,812 kbps,10.5 dB,2,0
19/10 18:06:56,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:07:02,up,9565 kbps,812 kbps,10.5 dB,2,0
19/10 18:07:08,up,9565 kbps,812 kbps,10.5 dB,2,0
19/10 18:07:13,up,9565 kbps,812 kbps,10.6 dB,2,0
19/10 18:07:19,up,9565 kbps,812 kbps,10.6 dB,4,0
19/10 18:07:24,up,9565 kbps,812 kbps,10.6 dB,78,0
19/10 18:07:30,up,9565 kbps,812 kbps,10.6 dB,78,0
19/10 18:07:36,up,9565 kbps,812 kbps,10.5 dB,78,0
19/10 18:07:41,up,9565 kbps,812 kbps,10.7 dB,78,0
19/10 18:07:47,up,9565 kbps,812 kbps,10.6 dB,78,0
19/10 18:07:52,up,9565 kbps,812 kbps,10.7 dB,78,0
19/10 18:07:58,up,9565 kbps,812 kbps,10.7 dB,78,0
19/10 18:08:04,up,9565 kbps,812 kbps,10.6 dB,132,1
19/10 18:08:09,up,9565 kbps,812 kbps,9.4 dB,158,1
19/10 18:08:15,up,9565 kbps,812 kbps,9.8 dB,250,1
19/10 18:08:20,up,9565 kbps,812 kbps,9.8 dB,312,1
19/10 18:08:26,up,9565 kbps,812 kbps,9.6 dB,406,1
19/10 18:08:32,up,9565 kbps,812 kbps,9.7 dB,416,1
19/10 18:08:37,up,9565 kbps,812 kbps,9.5 dB,456,1
19/10 18:08:43,up,9565 kbps,812 kbps,9.4 dB,550,1
19/10 18:08:48,up,9565 kbps,812 kbps,8.7 dB,951,1
19/10 18:08:54,up,9565 kbps,812 kbps,4.4 dB,13820,180
19/10 18:09:00,up,9565 kbps,812 kbps,8.0 dB,19685,214
19/10 18:09:05,up,9565 kbps,812 kbps,8.6 dB,20557,214
19/10 18:09:11,up,9565 kbps,812 kbps,7.5 dB,22840,214
19/10 18:09:16,up,9565 kbps,812 kbps,5.0 dB,37499,260
19/10 18:09:22,up,9565 kbps,812 kbps,8.1 dB,46297,266
19/10 18:09:28,up,9565 kbps,812 kbps,8.1 dB,48292,266
19/10 18:09:33,up,9565 kbps,812 kbps,7.8 dB,55499,268
19/10 18:09:39,up,9565 kbps,812 kbps,8.5 dB,56000,268
19/10 18:09:44,up,9565 kbps,812 kbps,8.5 dB,58625,268
19/10 18:09:50,up,9565 kbps,812 kbps,8.6 dB,59327,268
19/10 18:09:56,up,9565 kbps,812 kbps,8.5 dB,59951,268
19/10 18:10:01,up,9565 kbps,812 kbps,8.6 dB,60365,268
19/10 18:10:07,up,9565 kbps,812 kbps,8.5 dB,60558,268
19/10 18:10:12,up,9565 kbps,812 kbps,8.5 dB,61035,268
19/10 18:10:18,up,9565 kbps,812 kbps,8.4 dB,61688,268
19/10 18:10:24,up,9565 kbps,812 kbps,8.3 dB,63692,268
19/10 18:10:29,up,9565 kbps,812 kbps,8.0 dB,83,268
19/10 18:10:35,up,9565 kbps,812 kbps,7.5 dB,6741,273
19/10 18:10:40,up,9565 kbps,812 kbps,7.5 dB,14085,293
19/10 18:10:46,up,9565 kbps,812 kbps,8.5 dB,14813,293
19/10 18:10:52,up,9565 kbps,812 kbps,8.1 dB,15946,293
19/10 18:10:57,up,9565 kbps,812 kbps,7.1 dB,31576,304
19/10 18:11:03,up,9565 kbps,812 kbps,6.8 dB,49904,319
19/10 18:11:08,up,9565 kbps,812 kbps,6.4 dB,63751,323
19/10 18:11:14,up,9565 kbps,812 kbps,7.3 dB,11540,333
19/10 18:11:20,up,9565 kbps,812 kbps,8.0 dB,17839,333
19/10 18:11:25,up,9565 kbps,812 kbps,7.6 dB,22356,333
19/10 18:11:31,up,9565 kbps,812 kbps,7.9 dB,29579,335
19/10 18:11:36,up,9565 kbps,812 kbps,8.1 dB,39585,336
19/10 18:11:42,up,9565 kbps,812 kbps,8.1 dB,41527,336
19/10 18:11:48,up,9565 kbps,812 kbps,8.1 dB,43146,336
19/10 18:11:53,up,9565 kbps,812 kbps,8.2 dB,44031,336
19/10 18:11:59,up,9565 kbps,812 kbps,7.0 dB,52263,341
19/10 18:12:04,up,9565 kbps,812 kbps,7.3 dB,1745,351
19/10 18:12:10,up,9565 kbps,812 kbps,7.4 dB,11100,351
19/10 18:12:16,up,9565 kbps,812 kbps,7.8 dB,16404,351
19/10 18:12:21,up,9565 kbps,812 kbps,7.8 dB,19130,351
19/10 18:12:27,up,9565 kbps,812 kbps,7.9 dB,20902,351
19/10 18:12:32,up,9565 kbps,812 kbps,7.9 dB,22396,351
19/10 18:12:38,up,9565 kbps,812 kbps,7.9 dB,24265,351
19/10 18:12:44,up,9565 kbps,812 kbps,7.4 dB,29138,351
19/10 18:12:49,up,9565 kbps,812 kbps,7.5 dB,34568,351
19/10 18:12:55,up,9565 kbps,812 kbps,7.6 dB,39523,351
19/10 18:13:00,up,9565 kbps,812 kbps,7.2 dB,46209,351
19/10 18:13:06,up,9565 kbps,812 kbps,6.4 dB,58142,368
19/10 18:13:12,up,9565 kbps,812 kbps,7.4 dB,5408,369
19/10 18:13:17,up,9565 kbps,812 kbps,7.6 dB,10152,369
19/10 18:13:23,up,9565 kbps,812 kbps,7.7 dB,15242,369
19/10 18:13:29,up,9565 kbps,812 kbps,7.7 dB,18560,369
19/10 18:13:34,up,9565 kbps,812 kbps,7.7 dB,22058,369
19/10 18:13:40,up,9565 kbps,812 kbps,7.6 dB,25827,369
19/10 18:13:46,up,9565 kbps,812 kbps,7.5 dB,29946,369
19/10 18:13:51,up,9565 kbps,812 kbps,7.5 dB,34397,369
19/10 18:13:57,up,9565 kbps,812 kbps,7.2 dB,40538,369
19/10 18:14:02,up,9565 kbps,812 kbps,7.1 dB,53729,370
19/10 18:14:08,up,9565 kbps,812 kbps,7.7 dB,63685,376
19/10 18:14:14,up,9565 kbps,812 kbps,7.9 dB,1326,376
19/10 18:14:19,up,9565 kbps,812 kbps,7.6 dB,9042,376
19/10 18:14:25,up,9565 kbps,812 kbps,7.7 dB,11476,376
19/10 18:14:30,up,9565 kbps,812 kbps,7.7 dB,13124,376
19/10 18:14:36,up,9565 kbps,812 kbps,7.8 dB,14981,376
19/10 18:14:41,up,9565 kbps,812 kbps,7.8 dB,16662,376
19/10 18:14:47,up,9565 kbps,812 kbps,7.8 dB,20365,376
19/10 18:14:53,up,9565 kbps,812 kbps,7.8 dB,21585,376
19/10 18:14:58,up,9565 kbps,812 kbps,7.8 dB,22867,376
19/10 18:15:04,up,9565 kbps,812 kbps,7.8 dB,24268,376
19/10 18:15:10,up,9565 kbps,812 kbps,7.9 dB,25825,376
19/10 18:15:15,up,9565 kbps,812 kbps,7.9 dB,27270,376
19/10 18:15:21,up,9565 kbps,812 kbps,7.7 dB,29384,376
19/10 18:15:27,up,9565 kbps,812 kbps,7.7 dB,31883,376
19/10 18:15:32,up,9565 kbps,812 kbps,7.3 dB,35829,376
19/10 18:15:38,up,9565 kbps,812 kbps,7.5 dB,40238,376
19/10 18:15:44,up,9565 kbps,812 kbps,7.5 dB,42837,376
19/10 18:15:50,up,9565 kbps,812 kbps,7.7 dB,48224,379
19/10 18:15:55,up,9565 kbps,812 kbps,8.4 dB,49682,379
19/10 18:16:01,up,9565 kbps,812 kbps,7.1 dB,54846,411
19/10 18:16:07,up,9565 kbps,812 kbps,7.3 dB,60156,415
19/10 18:16:12,up,9565 kbps,812 kbps,7.4 dB,5427,433
19/10 18:16:18,up,9565 kbps,812 kbps,7.0 dB,18433,434
19/10 18:16:23,up,9565 kbps,812 kbps,7.1 dB,24752,434
19/10 18:16:29,up,9565 kbps,812 kbps,8.0 dB,26495,435
19/10 18:16:35,up,9565 kbps,812 kbps,7.9 dB,27661,435
19/10 18:16:40,up,9565 kbps,812 kbps,8.0 dB,28952,435
19/10 18:16:46,up,9565 kbps,812 kbps,7.9 dB,30318,435
19/10 18:16:51,up,9565 kbps,812 kbps,8.0 dB,32103,435
19/10 18:16:57,up,9565 kbps,812 kbps,7.9 dB,33771,435
19/10 18:17:03,up,9565 kbps,812 kbps,7.7 dB,36331,435
19/10 18:17:08,up,9565 kbps,812 kbps,7.7 dB,39007,435
19/10 18:17:14,up,9565 kbps,812 kbps,7.6 dB,41370,435
19/10 18:17:19,up,9565 kbps,812 kbps,7.7 dB,43394,435
19/10 18:17:25,up,9565 kbps,812 kbps,7.9 dB,45361,435
19/10 18:17:31,up,9565 kbps,812 kbps,8.0 dB,46728,435
19/10 18:17:36,up,9565 kbps,812 kbps,8.0 dB,48179,435
19/10 18:17:42,up,9565 kbps,812 kbps,8.2 dB,49562,435
19/10 18:17:47,up,9565 kbps,812 kbps,8.1 dB,50700,435
19/10 18:17:53,up,9565 kbps,812 kbps,8.1 dB,51600,435
19/10 18:17:59,up,9565 kbps,812 kbps,8.2 dB,52481,435
19/10 18:18:04,up,9565 kbps,812 kbps,8.3 dB,53418,435
19/10 18:18:10,up,9565 kbps,812 kbps,8.3 dB,54502,435
19/10 18:18:15,up,9565 kbps,812 kbps,8.3 dB,55369,435
19/10 18:18:21,up,9565 kbps,812 kbps,8.5 dB,55827,435
19/10 18:18:27,up,9565 kbps,812 kbps,8.5 dB,56116,435
19/10 18:18:32,up,9565 kbps,812 kbps,8.5 dB,56393,437
19/10 18:18:38,up,9565 kbps,812 kbps,8.4 dB,56767,437
19/10 18:18:43,up,9565 kbps,812 kbps,8.4 dB,57035,437
19/10 18:18:49,up,9565 kbps,812 kbps,8.5 dB,57208,437
19/10 18:18:55,up,9565 kbps,812 kbps,8.5 dB,57391,437
19/10 18:19:00,up,9565 kbps,812 kbps,8.5 dB,57584,437
19/10 18:19:06,up,9565 kbps,812 kbps,8.5 dB,57690,437
19/10 18:19:11,up,9565 kbps,812 kbps,8.6 dB,58129,437
19/10 18:19:17,up,9565 kbps,812 kbps,8.5 dB,59160,437
19/10 18:19:23,up,9565 kbps,812 kbps,8.6 dB,60529,437
19/10 18:19:28,up,9565 kbps,812 kbps,8.5 dB,60806,437
19/10 18:19:34,up,9565 kbps,812 kbps,8.5 dB,60998,437
19/10 18:19:39,up,9565 kbps,812 kbps,8.6 dB,61557,437
19/10 18:19:45,up,9565 kbps,812 kbps,8.6 dB,63405,437
19/10 18:19:51,up,9565 kbps,812 kbps,8.6 dB,64573,437
19/10 18:19:56,up,9565 kbps,812 kbps,8.6 dB,65346,437
19/10 18:20:02,up,9565 kbps,812 kbps,8.6 dB,823,437
19/10 18:20:07,up,9565 kbps,812 kbps,8.6 dB,2564,437
19/10 18:20:13,up,9565 kbps,812 kbps,8.3 dB,4188,437
19/10 18:20:19,up,9565 kbps,812 kbps,8.3 dB,5615,437
19/10 18:20:24,up,9565 kbps,812 kbps,8.3 dB,7265,437
19/10 18:20:30,up,9565 kbps,812 kbps,8.2 dB,8545,437
19/10 18:20:35,up,9565 kbps,812 kbps,6.0 dB,13251,463
19/10 18:20:41,up,9565 kbps,812 kbps,7.4 dB,18237,463
19/10 18:20:47,up,9565 kbps,812 kbps,7.7 dB,29154,467
19/10 18:20:52,up,9565 kbps,812 kbps,8.0 dB,31929,467
19/10 18:20:58,up,9565 kbps,812 kbps,8.2 dB,32754,467
19/10 18:21:03,up,9565 kbps,812 kbps,8.1 dB,33310,467
19/10 18:21:09,up,9565 kbps,812 kbps,8.7 dB,33857,467
19/10 18:21:15,up,9565 kbps,812 kbps,8.6 dB,34082,467
19/10 18:21:20,up,9565 kbps,812 kbps,8.6 dB,38673,467
19/10 18:21:26,up,9565 kbps,812 kbps,7.8 dB,7434,467
19/10 18:21:31,up,9565 kbps,812 kbps,8.2 dB,37584,467
19/10 18:21:37,up,9565 kbps,812 kbps,8.3 dB,38598,467
19/10 18:21:43,up,9565 kbps,812 kbps,8.3 dB,40292,469
19/10 18:21:48,up,9565 kbps,812 kbps,8.4 dB,40929,469
19/10 18:21:54,up,9565 kbps,812 kbps,8.3 dB,41494,469
19/10 18:21:59,up,9565 kbps,812 kbps,8.2 dB,42544,469
19/10 18:22:05,up,9565 kbps,812 kbps,8.2 dB,43579,469
19/10 18:22:11,up,9565 kbps,812 kbps,8.3 dB,44344,469
19/10 18:22:16,up,9565 kbps,812 kbps,8.3 dB,45149,469
19/10 18:22:22,up,9565 kbps,812 kbps,8.3 dB,46286,469
19/10 18:22:27,up,9565 kbps,812 kbps,8.3 dB,46769,469
19/10 18:22:33,up,9565 kbps,812 kbps,8.3 dB,47559,469
19/10 18:22:39,up,9565 kbps,812 kbps,8.2 dB,48818,469
19/10 18:22:44,up,9565 kbps,812 kbps,8.1 dB,50289,469
19/10 18:22:50,up,9565 kbps,812 kbps,8.1 dB,51516,469
19/10 18:22:55,up,9565 kbps,812 kbps,7.9 dB,52427,469
19/10 18:23:01,up,9565 kbps,812 kbps,8.0 dB,53529,469
19/10 18:23:07,up,9565 kbps,812 kbps,7.9 dB,55115,469
19/10 18:23:12,up,9565 kbps,812 kbps,7.8 dB,56227,469
19/10 18:23:18,up,9565 kbps,812 kbps,6.9 dB,60258,474
19/10 18:23:23,up,9565 kbps,812 kbps,7.6 dB,1442,483
19/10 18:23:29,up,9565 kbps,812 kbps,7.1 dB,12588,486
19/10 18:23:35,up,9565 kbps,812 kbps,7.4 dB,18385,486
19/10 18:23:40,up,9565 kbps,812 kbps,7.4 dB,23274,486
19/10 18:23:46,up,9565 kbps,812 kbps,7.7 dB,25958,486
19/10 18:23:51,up,9565 kbps,812 kbps,7.8 dB,27401,486
19/10 18:23:57,up,9565 kbps,812 kbps,7.9 dB,28835,486
19/10 18:24:03,up,9565 kbps,812 kbps,7.9 dB,31496,486
19/10 18:24:08,up,9565 kbps,812 kbps,7.9 dB,33536,486
19/10 18:24:14,up,9565 kbps,812 kbps,7.5 dB,53755,486
19/10 18:24:19,up,9565 kbps,812 kbps,7.2 dB,21474,503
19/10 18:24:25,up,9565 kbps,812 kbps,7.9 dB,28624,505
19/10 18:24:31,up,9565 kbps,812 kbps,7.9 dB,31042,505
19/10 18:24:36,up,9565 kbps,812 kbps,7.8 dB,33421,505
19/10 18:24:42,up,9565 kbps,812 kbps,7.8 dB,36198,505
19/10 18:24:47,up,9565 kbps,812 kbps,7.5 dB,41025,505
19/10 18:24:53,up,9565 kbps,812 kbps,8.0 dB,43683,508
19/10 18:24:59,up,9565 kbps,812 kbps,7.6 dB,48308,514
19/10 18:25:04,up,9565 kbps,812 kbps,8.0 dB,52512,519
19/10 18:25:10,up,9565 kbps,812 kbps,8.1 dB,53690,519
19/10 18:25:15,up,9565 kbps,812 kbps,8.1 dB,61181,525
19/10 18:25:21,up,9565 kbps,812 kbps,8.0 dB,63640,525
19/10 18:25:27,up,9565 kbps,812 kbps,8.1 dB,65025,525
19/10 18:25:33,up,9565 kbps,812 kbps,8.2 dB,725,525
19/10 18:25:38,up,9565 kbps,812 kbps,8.2 dB,1218,525
19/10 18:25:44,up,9565 kbps,812 kbps,8.2 dB,2010,525
19/10 18:25:50,up,9565 kbps,812 kbps,8.1 dB,2892,525
19/10 18:25:55,up,9565 kbps,812 kbps,8.1 dB,3541,526
19/10 18:26:01,up,9565 kbps,812 kbps,7.9 dB,4972,526
19/10 18:26:07,up,9565 kbps,812 kbps,8.0 dB,5694,526
19/10 18:26:12,up,9565 kbps,812 kbps,8.1 dB,6789,526
19/10 18:26:18,up,9565 kbps,812 kbps,8.0 dB,7759,526
19/10 18:26:23,up,9565 kbps,812 kbps,8.1 dB,8646,526
19/10 18:26:29,up,9565 kbps,812 kbps,8.2 dB,8959,526
19/10 18:26:35,up,9565 kbps,812 kbps,8.3 dB,9147,526
19/10 18:26:40,up,9565 kbps,812 kbps,8.3 dB,9389,526
19/10 18:26:46,up,9565 kbps,812 kbps,8.3 dB,9673,526
19/10 18:26:51,up,9565 kbps,812 kbps,8.3 dB,9999,526
19/10 18:26:57,up,9565 kbps,812 kbps,8.2 dB,10220,526
19/10 18:27:03,up,9565 kbps,812 kbps,8.3 dB,10662,526
19/10 18:27:08,up,9565 kbps,812 kbps,8.3 dB,11103,526
19/10 18:27:14,up,9565 kbps,812 kbps,8.3 dB,11712,526
19/10 18:27:19,up,9565 kbps,812 kbps,8.2 dB,12076,526
19/10 18:27:25,up,9565 kbps,812 kbps,8.3 dB,12602,526
19/10 18:27:31,up,9565 kbps,812 kbps,8.2 dB,13309,526
19/10 18:27:36,up,9565 kbps,812 kbps,8.2 dB,13614,526
19/10 18:27:42,up,9565 kbps,812 kbps,8.4 dB,14159,528
19/10 18:27:47,up,9565 kbps,812 kbps,8.4 dB,14597,528
19/10 18:27:53,up,9565 kbps,812 kbps,8.3 dB,14727,528
19/10 18:27:58,up,9565 kbps,812 kbps,8.3 dB,14967,528
19/10 18:28:04,up,9565 kbps,812 kbps,8.4 dB,15474,528
19/10 18:28:10,up,9565 kbps,812 kbps,8.4 dB,15683,528
19/10 18:28:15,up,9565 kbps,812 kbps,8.4 dB,15993,529
19/10 18:28:21,up,9565 kbps,812 kbps,8.4 dB,16389,529
19/10 18:28:26,up,9565 kbps,812 kbps,8.4 dB,16616,529
19/10 18:28:32,up,9565 kbps,812 kbps,8.3 dB,16880,529
19/10 18:28:38,up,9565 kbps,812 kbps,8.4 dB,17377,529
19/10 18:28:43,up,9565 kbps,812 kbps,8.5 dB,17712,529
19/10 18:28:49,up,9565 kbps,812 kbps,8.5 dB,18042,529
19/10 18:28:54,up,9565 kbps,812 kbps,8.3 dB,18130,529
19/10 18:29:00,up,9565 kbps,812 kbps,8.4 dB,18384,529
19/10 18:29:06,up,9565 kbps,812 kbps,8.4 dB,18508,529
19/10 18:29:11,up,9565 kbps,812 kbps,8.4 dB,18888,531
19/10 18:29:17,up,9565 kbps,812 kbps,8.4 dB,19190,531
19/10 18:29:22,up,9565 kbps,812 kbps,8.4 dB,19501,531
19/10 18:29:28,up,9565 kbps,812 kbps,8.3 dB,19676,531
19/10 18:29:34,up,9565 kbps,812 kbps,8.3 dB,19817,531
19/10 18:29:39,up,9565 kbps,812 kbps,8.3 dB,20983,531
19/10 18:29:45,up,9565 kbps,812 kbps,8.4 dB,22763,531
19/10 18:29:50,up,9565 kbps,812 kbps,8.3 dB,28385,531
19/10 18:29:56,up,9565 kbps,812 kbps,8.3 dB,29034,531
19/10 18:30:02,up,9565 kbps,812 kbps,8.4 dB,29337,531
19/10 18:30:07,up,9565 kbps,812 kbps,8.3 dB,29584,531
19/10 18:30:13,up,9565 kbps,812 kbps,8.2 dB,29879,531
19/10 18:30:18,up,9565 kbps,812 kbps,8.3 dB,30689,531
19/10 18:30:24,up,9565 kbps,812 kbps,8.4 dB,31276,531
19/10 18:30:30,up,9565 kbps,812 kbps,8.4 dB,31404,531
19/10 18:30:35,up,9565 kbps,812 kbps,8.4 dB,31664,531
19/10 18:30:41,up,9565 kbps,812 kbps,8.4 dB,31866,531
19/10 18:30:46,up,9565 kbps,812 kbps,8.4 dB,32155,531
19/10 18:30:52,up,9565 kbps,812 kbps,8.4 dB,32448,531
19/10 18:30:58,up,9565 kbps,812 kbps,8.4 dB,32825,531
19/10 18:31:03,up,9565 kbps,812 kbps,8.3 dB,32992,531
19/10 18:31:09,up,9565 kbps,812 kbps,8.4 dB,33226,531
19/10 18:31:14,up,9565 kbps,812 kbps,8.4 dB,33529,531
19/10 18:31:20,up,9565 kbps,812 kbps,8.4 dB,33778,531
19/10 18:31:26,up,9565 kbps,812 kbps,8.4 dB,34034,531
19/10 18:31:31,up,9565 kbps,812 kbps,8.4 dB,34330,531
19/10 18:31:37,up,9565 kbps,812 kbps,8.3 dB,34612,531
19/10 18:31:42,up,9565 kbps,812 kbps,8.2 dB,35625,531
19/10 18:31:48,up,9565 kbps,812 kbps,8.3 dB,35859,531
19/10 18:31:54,up,9565 kbps,812 kbps,8.3 dB,36020,531
19/10 18:31:59,up,9565 kbps,812 kbps,8.3 dB,36472,531
19/10 18:32:05,up,9565 kbps,812 kbps,8.3 dB,36955,531
19/10 18:32:10,up,9565 kbps,812 kbps,8.4 dB,37331,531
19/10 18:32:16,up,9565 kbps,812 kbps,8.3 dB,37592,531
19/10 18:32:22,up,9565 kbps,812 kbps,8.5 dB,37938,531
19/10 18:32:27,up,9565 kbps,812 kbps,8.4 dB,38609,531
19/10 18:32:33,up,9565 kbps,812 kbps,8.4 dB,38924,531
19/10 18:32:38,up,9565 kbps,812 kbps,8.4 dB,39146,531
19/10 18:32:44,up,9565 kbps,812 kbps,8.4 dB,39349,531
19/10 18:32:50,up,9565 kbps,812 kbps,8.5 dB,39474,531
19/10 18:32:55,up,9565 kbps,812 kbps,8.5 dB,39557,531
19/10 18:33:01,up,9565 kbps,812 kbps,8.4 dB,39857,531
19/10 18:33:06,up,9565 kbps,812 kbps,8.4 dB,39926,531
19/10 18:33:12,up,9565 kbps,812 kbps,8.4 dB,40455,531
19/10 18:33:17,up,9565 kbps,812 kbps,8.4 dB,40985,531
19/10 18:33:23,up,9565 kbps,812 kbps,8.3 dB,41217,531
19/10 18:33:29,up,9565 kbps,812 kbps,8.4 dB,41344,531
19/10 18:33:34,up,9565 kbps,812 kbps,8.4 dB,41476,531
19/10 18:33:40,up,9565 kbps,812 kbps,8.4 dB,41621,531
19/10 18:33:45,up,9565 kbps,812 kbps,8.4 dB,41861,531
19/10 18:33:51,up,9565 kbps,812 kbps,8.4 dB,41947,531
19/10 18:33:57,up,9565 kbps,812 kbps,8.3 dB,42077,531
19/10 18:34:02,up,9565 kbps,812 kbps,8.4 dB,42288,531
19/10 18:34:08,up,9565 kbps,812 kbps,8.4 dB,42793,531
19/10 18:34:13,up,9565 kbps,812 kbps,8.4 dB,43109,531
19/10 18:34:19,up,9565 kbps,812 kbps,8.5 dB,43345,531
19/10 18:34:25,up,9565 kbps,812 kbps,8.4 dB,43970,531
19/10 18:34:30,up,9565 kbps,812 kbps,8.3 dB,44358,531
19/10 18:34:36,up,9565 kbps,812 kbps,8.4 dB,44645,531
19/10 18:34:41,up,9565 kbps,812 kbps,8.4 dB,44857,531
19/10 18:34:47,up,9565 kbps,812 kbps,8.2 dB,45079,531
19/10 18:34:53,up,9565 kbps,812 kbps,8.4 dB,47067,531
19/10 18:34:58,up,9565 kbps,812 kbps,8.4 dB,47783,531
19/10 18:35:04,up,9565 kbps,812 kbps,8.4 dB,47903,531
19/10 18:35:09,up,9565 kbps,812 kbps,8.4 dB,48167,531
19/10 18:35:15,up,9565 kbps,812 kbps,8.5 dB,48579,531
19/10 18:35:21,up,9565 kbps,812 kbps,8.4 dB,48791,531
19/10 18:35:27,up,9565 kbps,812 kbps,8.3 dB,49152,531
19/10 18:35:33,up,9565 kbps,812 kbps,8.4 dB,50178,533
19/10 18:35:38,up,9565 kbps,812 kbps,8.3 dB,50653,533
19/10 18:35:44,up,9565 kbps,812 kbps,8.4 dB,51338,533
19/10 18:35:51,up,9565 kbps,812 kbps,8.4 dB,51641,533
19/10 18:35:56,up,9565 kbps,812 kbps,8.3 dB,51895,533
19/10 18:36:02,up,9565 kbps,812 kbps,8.3 dB,52167,533
19/10 18:36:07,up,9565 kbps,812 kbps,8.3 dB,52416,533
19/10 18:36:13,up,9565 kbps,812 kbps,8.2 dB,52669,533
19/10 18:36:19,up,9565 kbps,812 kbps,8.2 dB,53138,533
19/10 18:36:24,up,9565 kbps,812 kbps,8.2 dB,53732,533
19/10 18:36:30,up,9565 kbps,812 kbps,8.2 dB,53933,533
19/10 18:36:35,up,9565 kbps,812 kbps,8.1 dB,54184,533
19/10 18:36:41,up,9565 kbps,812 kbps,8.2 dB,54612,533
19/10 18:36:46,up,9565 kbps,812 kbps,8.1 dB,55098,533
19/10 18:36:52,up,9565 kbps,812 kbps,8.2 dB,55477,533
19/10 18:36:58,up,9565 kbps,812 kbps,8.1 dB,55680,533
19/10 18:37:03,up,9565 kbps,812 kbps,8.0 dB,55888,533
19/10 18:37:09,up,9565 kbps,812 kbps,7.8 dB,56439,533
19/10 18:37:14,up,9565 kbps,812 kbps,7.4 dB,61539,533
19/10 18:37:20,up,9565 kbps,812 kbps,7.3 dB,62834,533
19/10 18:37:26,up,9565 kbps,812 kbps,7.2 dB,1313,536
19/10 18:37:31,up,9565 kbps,812 kbps,6.6 dB,6319,544
19/10 18:37:37,up,9565 kbps,812 kbps,7.5 dB,9138,544
